"Survey ID","User ID","Start time","Submission time","Time to complete","Meal ID","Meal name","Food ID","Search term","Intake24 food code","Description (en)","Description (local)","Nutrient table name","Nutrient table code","Food group code","Food group (en)","Food group (local)","Ready meal","Brand","Serving size (g/ml)","Serving image","Leftovers (g/ml)","Leftovers image","Portion size (g/ml)","Reasonable amount","Missing food description","Missing food portion size","Missing food leftovers","Energy (kcal)","Fat","Satd FA","Protein","Carbohydrate","Total sugars","Non-milk extrinsic sugars","Alcohol","Fibre, water-insoluble","Fibre, water-soluble","Vitamin C","Calcium","Iron","Alpha-carotene","Beta cryptoxanthin","Beta-carotene","Biotin","Chloride","Cholesterol","Cis-Mon FA","Cis-n3 FA","Cis-n6 FA","Copper","Energy (kJ)","Englyst fibre","Folate","Fructose","Glucose","Haem iron","Intrinsic and milk sugars","Iodine","Lactose","Magnesium","Maltose","Manganese","Niacin","Niacin equivalent","Nitrogen conversion factor","Non-haem iron","Other sugars (UK)","Pantothenic acid","Phosphorus","Potassium","Retinol","Riboflavin","Selenium","Sodium","Southgate fibre","Starch","Sucrose","Thiamin","Total carotene","Total nitrogen","Trans FA","Tryptophan/60","Vitamin A","Vitamin B12","Vitamin B6","Vitamin D","Vitamin E","Water","Zinc","CO₂ emissions"
"8e9d003b-f020-4403-be99-882be5e3d008","LBD01","2018-08-02T14:27:28.204Z","2018-08-02T14:32:17.310Z","4 min","5","Evening meal","3","veg sausages ","SAUS","Vegetarian sausages","Vegetarian sausages","NDNS","9572","115","Quorn/TVP and dishes","Quorn/TVP and dishes","false","N/A","185.00","N/A","0.00","N/A","185.00","true","N/A","N/A","N/A","310.80","17.39","1.30","28.86","10.18","2.96","0.00","0.00","N/A","N/A","0.00","251.60","6.66","0.00","0.00","11.10","9.25","2116.40","0.00","11.10","0.37","2.78","0.44","1296.85","3.52","62.90","0.37","0.37","2.59","2.96","0.00","1.11","99.90","0.74","1.48","2.04","6.66","11.56","4.07","N/A","0.56","357.05","649.35","0.00","0.26","7.40","1017.50","4.63","7.22","0.37","3.18","11.10","4.63","0.19","4.63","1.85","0.00","0.19","0.00","2.04","125.06","1.85","732.60"
"8e9d003b-f020-4403-be99-882be5e3d008","LBD01","2018-08-02T14:27:28.204Z","2018-08-02T14:32:17.310Z","4 min","5","Evening meal","4","cheese","CHED","Cheddar cheese","Cheddar cheese","NDNS","654","28","Other cheese: edam, cheddar","Other cheese: edam, cheddar","false","N/A","31.00","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/cheg/cheg4.jpg","0.00","N/A","31.00","true","N/A","N/A","N/A","128.96","10.82","6.72","7.87","0.03","0.03","0.00","0.00","N/A","N/A","0.00","229.09","0.09","0.00","0.00","43.71","1.24","313.10","30.07","2.60","0.07","0.16","0.19","534.75","0.00","9.61","0.00","0.00","0.00","0.03","9.30","0.03","8.99","0.00","0.01","0.03","2.14","1.98","0.09","N/A","0.16","156.55","23.25","112.84","0.12","1.86","217.00","N/A","0.00","0.00","0.01","43.71","1.24","0.45","2.11","120.28","0.74","0.03","0.09","0.16","11.35","1.27","344.10"
"8e9d003b-f020-4403-be99-882be5e3d008","LBD01","2018-08-02T14:27:28.204Z","2018-08-02T14:32:17.310Z","4 min","5","Evening meal","5","green tea ","GRTE","Green Tea","Green Tea","NDNS","2315","91","Tea (excluding added sugar)","Tea (excluding added sugar)","false","N/A","237.92","N/A","0.00","N/A","237.92","true","N/A","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.38","0.00","0.00","0.00","0.00","0.02","0.00","0.00","2.38","0.00","0.00","0.00","0.00","2.38","0.00","2.38","0.00","0.17","0.00","0.00","14.87","0.00","N/A","0.00","2.38","42.83","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","237.21","0.00","19.03"
"8e9d003b-f020-4403-be99-882be5e3d008","LBD01","2018-08-02T14:27:28.204Z","2018-08-02T14:32:17.310Z","4 min","5","Evening meal","6","tea","GRTE","Green Tea","Green Tea","NDNS","2315","91","Tea (excluding added sugar)","Tea (excluding added sugar)","false","N/A","237.92","N/A","0.00","N/A","237.92","true","N/A","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.38","0.00","0.00","0.00","0.00","0.02","0.00","0.00","2.38","0.00","0.00","0.00","0.00","2.38","0.00","2.38","0.00","0.17","0.00","0.00","14.87","0.00","N/A","0.00","2.38","42.83","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","237.21","0.00","19.03"
"b6d4460a-b0a2-4286-ac4e-3ef3525706d7","LBD05","2018-08-02T14:47:47.111Z","2018-08-02T14:48:29.785Z","0 min","1","Early snack or drink","1","bread","WTST","Toast, white bread","Toast, white bread","NDNS","126","1","White bread/rolls","White bread/rolls","false","N/A","13.00","N/A","0.00","N/A","13.00","true","N/A","N/A","N/A","38.22","0.35","0.09","1.29","7.98","0.55","0.00","0.00","N/A","N/A","0.00","23.01","0.21","0.00","0.00","0.00","0.13","105.30","0.00","0.06","0.01","0.08","0.02","162.37","0.30","3.25","0.03","0.00","0.00","0.55","0.52","0.00","2.99","0.51","0.06","0.21","0.47","0.74","0.21","N/A","0.05","12.35","19.37","0.00","0.01","0.65","63.70","0.40","7.42","0.00","0.04","0.00","0.22","0.00","0.26","0.00","0.00","0.01","0.00","0.03","3.59","0.10","21.19"
"366c071a-1500-48a9-b38e-9d54d4438cd8","LBD04","2018-08-05T13:18:29.348Z","2018-08-05T13:24:39.251Z","6 min","1","Early snack or drink","1","Beans ","BBCT","Baked beans","Baked beans","NDNS","1662","67","Baked beans","Baked beans","false","N/A","166.00","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/beans_baked/331.jpg","0.00","N/A","166.00","true","N/A","N/A","N/A","126.16","1.00","0.17","7.97","22.74","8.30","7.47","0.00","N/A","N/A","0.00","79.68","2.32","0.00","0.00","116.20","4.98","730.40","0.00","0.17","0.30","0.23","0.07","537.84","5.81","54.78","1.49","1.33","0.00","0.83","4.98","0.00","51.46","0.00","0.50","0.83","2.16","10.38","2.32","N/A","0.33","157.70","498.00","0.00","0.10","3.32","498.00","7.80","14.61","5.48","0.13","116.20","1.33","0.00","1.33","19.92","0.00","0.17","0.00","0.66","121.01","0.83","249.00"
"366c071a-1500-48a9-b38e-9d54d4438cd8","LBD04","2018-08-05T13:18:29.348Z","2018-08-05T13:24:39.251Z","6 min","1","Early snack or drink","2","Toast","WTST","Toast, white bread","Toast, white bread","NDNS","126","1","White bread/rolls","White bread/rolls","false","N/A","94.00","N/A","0.00","N/A","94.00","true","N/A","N/A","N/A","276.36","2.54","0.62","9.31","57.72","3.95","0.00","0.00","N/A","N/A","0.00","166.38","1.50","0.00","0.00","0.00","0.94","761.40","0.00","0.40","0.07","0.57","0.13","1174.06","2.16","23.50","0.19","0.00","0.00","3.95","3.76","0.00","21.62","3.67","0.46","1.50","3.38","5.36","1.50","N/A","0.38","89.30","140.06","0.00","0.08","4.70","460.60","2.91","53.67","0.00","0.26","0.00","1.60","0.03","1.88","0.00","0.00","0.09","0.00","0.19","25.94","0.75","153.22"
"366c071a-1500-48a9-b38e-9d54d4438cd8","LBD04","2018-08-05T13:18:29.348Z","2018-08-05T13:24:39.251Z","6 min","1","Early snack or drink","3","associated food prompt","MARG","Buttery soft margarine / spread","Buttery soft margarine / spread","NDNS","9407","31","Dairy fat spreads includes hard marg","Dairy fat spreads includes hard marg","false","N/A","17.40","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/butter_spread/704.jpg","0.00","N/A","17.40","true","N/A","N/A","N/A","124.41","13.76","5.94","0.07","0.09","0.09","0.00","0.00","N/A","N/A","0.00","1.91","0.00","0.00","0.00","42.28","0.00","125.28","26.62","4.90","0.44","1.30","0.00","511.73","0.00","0.00","0.00","0.00","0.00","0.09","0.70","0.09","0.17","0.00","0.00","0.00","0.02","1.11","0.00","N/A","0.00","2.09","2.78","90.65","0.00","0.00","84.22","0.00","0.00","0.00","0.00","42.28","0.02","0.24","0.02","97.79","0.02","0.00","0.00","1.83","3.25","0.02","165.30"
"366c071a-1500-48a9-b38e-9d54d4438cd8","LBD04","2018-08-05T13:18:29.348Z","2018-08-05T13:24:39.251Z","6 min","1","Early snack or drink","4"," Biscuits ","CTCM","Biscuits with cream filling e.g. Custard creams, bourbons","Biscuits with cream filling e.g. Custard creams, bourbons","NDNS","8198","14","Sweet biscuits: excludes full coated biscuits","Sweet biscuits: excludes full coated biscuits","false","ASDA","66.00","N/A","0.00","N/A","66.00","true","N/A","N/A","N/A","314.82","15.38","8.78","3.30","43.43","19.73","18.55","0.00","N/A","N/A","0.00","77.88","1.45","0.00","0.00","9.24","1.98","125.40","1.98","4.46","0.03","1.32","0.13","1320.66","1.52","7.26","0.00","1.06","0.00","1.12","5.28","0.73","19.14","0.00","0.48","1.06","1.72","3.76","1.45","N/A","0.40","67.32","166.98","0.00","0.03","1.32","124.08","2.05","23.76","17.95","0.11","9.24","0.59","0.01","0.66","1.32","0.00","0.07","0.00","1.52","1.52","0.40","209.22"
"366c071a-1500-48a9-b38e-9d54d4438cd8","LBD04","2018-08-05T13:18:29.348Z","2018-08-05T13:24:39.251Z","6 min","1","Early snack or drink","5","Coffee","CFFB","Coffee","Coffee","NDNS","2307","92","Coffee (excluding added sugar)","Coffee (excluding added sugar)","false","N/A","267.04","N/A","0.00","N/A","267.04","true","N/A","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","N/A","N/A","0.00","8.01","0.27","0.00","0.00","0.00","8.01","8.01","0.00","0.00","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.67","0.00","26.70","0.00","0.00","2.40","2.40","16.69","0.27","N/A","0.00","21.36","320.44","0.00","0.03","0.00","2.67","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","261.16","0.27","56.08"
"366c071a-1500-48a9-b38e-9d54d4438cd8","LBD04","2018-08-05T13:18:29.348Z","2018-08-05T13:24:39.251Z","6 min","1","Early snack or drink","6","associated food prompt","CASU","Caster sugar","Caster sugar","NDNS","2205","83","Table sugar: demerara, white","Table sugar: demerara, white","false","N/A","37.00","N/A","0.00","N/A","37.00","true","N/A","N/A","N/A","145.78","0.00","0.00","0.00","37.00","38.85","38.85","0.00","N/A","N/A","0.00","1.85","0.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.04","621.60","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.37","0.00","0.00","0.00","0.00","2.31","0.04","N/A","0.00","0.00","1.85","0.00","0.00","0.00","1.85","0.00","0.00","38.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.04","14.06"
"366c071a-1500-48a9-b38e-9d54d4438cd8","LBD04","2018-08-05T13:18:29.348Z","2018-08-05T13:24:39.251Z","6 min","1","Early snack or drink","7","associated food prompt","WMIH","Whole milk","Whole milk","NDNS","602","23","Whole milks: includes longlife whole, dried whole & any soya or goats milk","Whole milks: includes longlife whole, dried whole & any soya or goats milk","false","N/A","50.86","N/A","0.00","N/A","50.86","true","N/A","N/A","N/A","32.04","1.98","1.23","1.73","1.98","1.98","0.00","0.00","N/A","N/A","1.02","59.00","0.00","0.00","0.00","12.21","1.02","45.78","6.61","0.46","0.01","0.05","0.00","138.86","0.00","2.03","0.00","0.00","0.00","1.98","9.66","1.98","5.09","0.00","0.00","0.10","0.36","3.25","0.00","N/A","0.25","47.30","77.31","18.31","0.11","0.51","22.38","N/A","0.00","0.00","0.02","12.21","0.25","0.04","0.25","20.35","0.41","0.05","0.00","0.05","44.46","0.20","80.37"
"f4383858-ef2a-446f-af07-3bfe881b56a0","LBD02","2018-08-06T09:48:12.811Z","2018-08-06T09:56:25.682Z","8 min","1","Breakfast","1","weetabix","WTBX","Weetabix/ Wheat biscuits","Weetabix","NDNS","225","7","Other breakfast cereals: muesli, bran flakes","Other breakfast cereals: muesli, bran flakes","false","N/A","40.00","N/A","0.00","N/A","40.00","true","N/A","N/A","N/A","138.40","0.88","0.22","4.68","29.76","1.68","0.80","0.00","N/A","N/A","0.00","12.00","4.76","0.00","0.00","0.00","2.40","192.00","0.00","0.07","0.03","0.34","0.16","588.40","3.00","68.00","0.40","0.32","0.00","0.88","0.00","0.00","33.20","0.16","0.73","5.72","6.12","2.33","4.76","N/A","0.32","103.60","158.80","0.00","0.56","2.00","104.00","4.00","28.12","0.80","0.48","0.00","0.80","0.00","0.40","0.00","0.00","0.08","0.00","0.60","2.40","0.68","100.00"
"f4383858-ef2a-446f-af07-3bfe881b56a0","LBD02","2018-08-06T09:48:12.811Z","2018-08-06T09:56:25.682Z","8 min","1","Breakfast","2","milk","SMLK","Semi skimmed milk","Semi skimmed milk","NDNS","608","21","Semi-skimmed milks: includes longlife semi-skimmed","Semi-skimmed milks: includes longlife semi-skimmed","false","N/A","125.18","N/A","0.00","N/A","125.18","true","N/A","N/A","N/A","55.08","2.13","1.34","4.38","4.88","4.88","0.00","0.00","N/A","N/A","2.50","148.97","0.00","0.00","0.00","8.76","2.50","107.66","8.76","0.49","0.01","0.06","0.00","231.59","0.00","5.01","0.00","0.00","0.00","4.88","22.53","4.88","12.52","0.00","0.00","0.13","0.88","7.99","0.00","N/A","0.63","118.92","192.78","18.78","0.28","0.00","53.83","N/A","0.00","0.00","0.04","8.76","0.63","0.09","0.75","20.03","0.88","0.13","0.00","0.13","111.91","0.50","176.51"
"f4383858-ef2a-446f-af07-3bfe881b56a0","LBD02","2018-08-06T09:48:12.811Z","2018-08-06T09:56:25.682Z","8 min","1","Breakfast","3","yoghurt","LFYP","Fruit yoghurt, low fat","Fruit yoghurt, low fat","NDNS","704","18","Low fat yoghurt/fromage frais","Low fat yoghurt/fromage frais","false","N/A","120.00","N/A","0.00","N/A","120.00","true","N/A","N/A","N/A","98.40","1.32","0.80","4.92","17.88","16.44","8.52","0.00","N/A","N/A","0.00","168.00","0.12","0.00","0.00","0.00","1.20","229.20","1.20","0.29","0.00","0.02","0.00","418.80","0.24","1.20","1.32","0.00","0.00","8.04","40.80","5.76","18.00","0.36","0.00","0.24","0.96","7.66","0.12","N/A","0.48","144.00","244.80","15.60","0.25","2.40","74.40","N/A","1.44","7.92","0.14","0.00","0.72","0.02","0.84","15.60","0.36","0.00","0.02","0.36","94.68","0.60","288.00"
"f4383858-ef2a-446f-af07-3bfe881b56a0","LBD02","2018-08-06T09:48:12.811Z","2018-08-06T09:56:25.682Z","8 min","1","Breakfast","4","coffee","CFFB","Coffee","Coffee","NDNS","2307","92","Coffee (excluding added sugar)","Coffee (excluding added sugar)","false","N/A","258.54","N/A","0.00","N/A","258.54","true","N/A","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","N/A","N/A","0.00","7.76","0.26","0.00","0.00","0.00","7.76","7.76","0.00","0.00","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.59","0.00","25.85","0.00","0.00","2.33","2.33","16.16","0.26","N/A","0.00","20.68","310.25","0.00","0.03","0.00","2.59","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","252.86","0.26","54.29"
"f4383858-ef2a-446f-af07-3bfe881b56a0","LBD02","2018-08-06T09:48:12.811Z","2018-08-06T09:56:25.682Z","8 min","2","Early snack or drink","1","cereal bar","CCSB","Cereal bar","Cereal bar, chewy e.g. Tracker","NDNS","7656","8","Breakfast alternatives: nutrigrain bar, pop tart, breakfast cereal bars","Breakfast alternatives: nutrigrain bar, pop tart, breakfast cereal bars","false","N/A","12.50","N/A","0.00","N/A","12.50","true","N/A","N/A","N/A","50.38","1.48","0.98","0.69","9.16","3.56","3.18","0.00","N/A","N/A","0.00","8.75","1.43","0.00","0.00","0.00","0.50","40.00","0.00","0.34","0.01","0.10","0.02","212.63","0.39","1.38","0.45","0.68","0.00","0.39","1.00","0.14","6.88","0.75","0.17","1.70","1.94","0.73","1.43","N/A","0.03","23.75","39.38","0.00","0.15","0.13","21.88","0.39","5.60","0.96","0.14","0.00","0.11","0.01","0.24","0.00","0.00","0.01","0.00","0.36","0.61","0.14","39.63"
"f4383858-ef2a-446f-af07-3bfe881b56a0","LBD02","2018-08-06T09:48:12.811Z","2018-08-06T09:56:25.682Z","8 min","2","Early snack or drink","2","tea ","BTEA","Tea","Tea","NDNS","2314","91","Tea (excluding added sugar)","Tea (excluding added sugar)","false","N/A","209.01","N/A","0.00","N/A","209.01","true","N/A","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.09","0.00","0.00","0.00","0.00","0.02","0.00","0.00","10.45","0.00","0.00","0.00","0.00","2.09","0.00","4.18","0.00","0.29","0.00","0.00","13.06","0.00","N/A","0.21","6.27","73.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","207.54","0.00","16.72"
"f4383858-ef2a-446f-af07-3bfe881b56a0","LBD02","2018-08-06T09:48:12.811Z","2018-08-06T09:56:25.682Z","8 min","2","Early snack or drink","3","associated food prompt","CTSS","Semi skimmed milk","Semi skimmed milk","NDNS","608","21","Semi-skimmed milks: includes longlife semi-skimmed","Semi-skimmed milks: includes longlife semi-skimmed","false","N/A","39.81","N/A","0.00","N/A","39.81","true","N/A","N/A","N/A","17.52","0.68","0.43","1.39","1.55","1.55","0.00","0.00","N/A","N/A","0.80","47.37","0.00","0.00","0.00","2.79","0.80","34.24","2.79","0.16","0.00","0.02","0.00","73.65","0.00","1.59","0.00","0.00","0.00","1.55","7.17","1.55","3.98","0.00","0.00","0.04","0.28","2.54","0.00","N/A","0.20","37.82","61.31","5.97","0.09","0.00","17.12","N/A","0.00","0.00","0.01","2.79","0.20","0.03","0.24","6.37","0.28","0.04","0.00","0.04","35.59","0.16","56.13"
"f4383858-ef2a-446f-af07-3bfe881b56a0","LBD02","2018-08-06T09:48:12.811Z","2018-08-06T09:56:25.682Z","8 min","3","Lunch","1","eggs","PEGG","Poached eggs","Poached eggs","NDNS","762","37","Eggs: whole egg, white, yolk, dried, boiled, fried, scrambled, omelette, poached","Eggs: whole egg, white, yolk, dried, boiled, fried, scrambled, omelette, poached","false","N/A","100.00","N/A","0.00","N/A","100.00","true","N/A","N/A","N/A","149.00","10.60","3.00","13.30","0.00","0.00","0.00","0.00","N/A","N/A","0.00","50.00","1.90","0.00","0.00","0.00","15.00","138.00","423.00","4.02","0.15","1.55","0.08","618.00","0.00","49.00","0.00","0.00","0.00","0.00","54.00","0.00","12.00","0.00","0.03","0.10","3.30","6.25","1.90","N/A","1.30","195.00","117.00","150.00","0.41","28.00","121.00","0.00","0.00","0.00","0.09","0.00","2.10","0.02","3.20","150.00","1.80","0.10","2.90","1.80","75.30","1.30","491.00"
"f4383858-ef2a-446f-af07-3bfe881b56a0","LBD02","2018-08-06T09:48:12.811Z","2018-08-06T09:56:25.682Z","8 min","3","Lunch","2","toast","WTST","Toast, white bread","Toast, white bread","NDNS","126","1","White bread/rolls","White bread/rolls","false","N/A","81.00","N/A","0.00","N/A","81.00","true","N/A","N/A","N/A","238.14","2.19","0.53","8.02","49.73","3.40","0.00","0.00","N/A","N/A","0.00","143.37","1.30","0.00","0.00","0.00","0.81","656.10","0.00","0.35","0.06","0.49","0.11","1011.69","1.86","20.25","0.16","0.00","0.00","3.40","3.24","0.00","18.63","3.16","0.40","1.30","2.92","4.62","1.30","N/A","0.32","76.95","120.69","0.00","0.06","4.05","396.90","2.51","46.25","0.00","0.23","0.00","1.38","0.02","1.62","0.00","0.00","0.08","0.00","0.16","22.36","0.65","132.03"
"f4383858-ef2a-446f-af07-3bfe881b56a0","LBD02","2018-08-06T09:48:12.811Z","2018-08-06T09:56:25.682Z","8 min","3","Lunch","3","coffee","CFFB","Coffee","Coffee","NDNS","2307","92","Coffee (excluding added sugar)","Coffee (excluding added sugar)","false","N/A","258.54","N/A","0.00","N/A","258.54","true","N/A","N/A","N/A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","N/A","N/A","0.00","7.76","0.26","0.00","0.00","0.00","7.76","7.76","0.00","0.00","0.00","0.00","0.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.59","0.00","25.85","0.00","0.00","2.33","2.33","16.16","0.26","N/A","0.00","20.68","310.25","0.00","0.03","0.00","2.59","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","252.86","0.26","54.29"
"f4383858-ef2a-446f-af07-3bfe881b56a0","LBD02","2018-08-06T09:48:12.811Z","2018-08-06T09:56:25.682Z","8 min","4","Evening meal","1","lamb hot pot","LHOP","Lamb hot pot / casserole","Lamb hot pot / casserole","NDNS","9822","42","Lamb and lamb dishes","Lamb and lamb dishes","true","N/A","233.00","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/chicken_sauce/m336.jpg","0.00","N/A","233.00","true","N/A","N/A","N/A","286.59","10.72","4.75","28.19","20.50","4.19","0.00","0.00","N/A","N/A","17.48","37.28","2.80","314.55","20.97","1169.66","2.33","319.21","95.53","3.31","0.28","0.79","0.21","1202.28","2.10","55.92","1.17","1.40","0.70","4.19","13.98","0.00","53.59","0.00","0.23","8.62","10.95","20.50","2.10","N/A","1.40","300.57","838.80","34.95","0.33","2.33","212.03","2.56","16.31","1.63","0.35","1337.42","4.43","0.65","6.06","258.63","2.10","0.70","0.79","1.40","168.93","3.50","1561.10"
"f4383858-ef2a-446f-af07-3bfe881b56a0","LBD02","2018-08-06T09:48:12.811Z","2018-08-06T09:56:25.682Z","8 min","4","Evening meal","2","bread","CRST","White crusty bread","White crusty bread","NDNS","121","1","White bread/rolls","White bread/rolls","false","N/A","178.00","N/A","0.00","N/A","178.00","true","N/A","N/A","N/A","432.54","3.38","0.82","16.20","90.07","4.98","0.00","0.00","N/A","N/A","0.00","306.16","2.31","0.00","0.00","0.00","5.34","1445.36","0.00","0.71","0.09","0.93","0.21","1840.52","3.74","42.72","0.18","0.00","0.00","4.98","7.12","0.00","33.82","4.81","0.82","2.67","6.23","10.15","2.31","N/A","0.71","158.42","240.30","0.00","0.11","8.90","970.10","N/A","85.08","0.00","0.36","0.00","2.85","0.09","3.56","0.00","0.00","0.18","0.00","0.36","64.97","1.42","290.14"
"f4383858-ef2a-446f-af07-3bfe881b56a0","LBD02","2018-08-06T09:48:12.811Z","2018-08-06T09:56:25.682Z","8 min","4","Evening meal","3","associated food prompt","MARG","Buttery soft margarine / spread","Buttery soft margarine / spread","NDNS","9407","31","Dairy fat spreads includes hard marg","Dairy fat spreads includes hard marg","false","N/A","4.00","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/butk/butk1.jpg","0.00","N/A","4.00","true","N/A","N/A","N/A","28.60","3.16","1.37","0.02","0.02","0.02","0.00","0.00","N/A","N/A","0.00","0.44","0.00","0.00","0.00","9.72","0.00","28.80","6.12","1.13","0.10","0.30","0.00","117.64","0.00","0.00","0.00","0.00","0.00","0.02","0.16","0.02","0.04","0.00","0.00","0.00","0.00","0.26","0.00","N/A","0.00","0.48","0.64","20.84","0.00","0.00","19.36","0.00","0.00","0.00","0.00","9.72","0.00","0.06","0.00","22.48","0.00","0.00","0.00","0.42","0.75","0.00","38.00"
"f4383858-ef2a-446f-af07-3bfe881b56a0","LBD02","2018-08-06T09:48:12.811Z","2018-08-06T09:56:25.682Z","8 min","4","Evening meal","4","coca cola","REDC","Coca cola, (not diet)","Coca cola (not diet)","NDNS","7901","85","Other carbonated drinks (not diet)","Other carbonated drinks (not diet)","false","N/A","343.00","N/A","0.00","N/A","343.00","true","N/A","N/A","N/A","157.78","0.00","0.00","0.00","41.50","41.50","41.50","0.00","N/A","N/A","0.00","17.15","0.00","0.00","0.00","0.00","3.43","6.86","0.00","0.00","0.00","0.00","0.00","665.42","0.00","0.00","10.29","10.63","0.00","0.00","0.00","0.00","3.43","0.34","0.00","0.00","0.00","21.44","0.00","N/A","0.00","0.00","6.86","0.00","0.00","0.00","24.01","0.00","0.00","20.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","310.76","0.00","89.18"
"7c8cb0f2-fafa-4a88-9e28-7a6bd6da50ba","LBD04","2018-08-07T09:53:22.223Z","2018-08-07T09:57:22.330Z","4 min","1","Breakfast","1","Beans ","BBCT","Baked beans","Baked beans","NDNS","1662","67","Baked beans","Baked beans","false","N/A","166.00","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/beans_baked/331.jpg","0.00","N/A","166.00","true","N/A","N/A","N/A","126.16","1.00","0.17","7.97","22.74","8.30","7.47","0.00","N/A","N/A","0.00","79.68","2.32","0.00","0.00","116.20","4.98","730.40","0.00","0.17","0.30","0.23","0.07","537.84","5.81","54.78","1.49","1.33","0.00","0.83","4.98","0.00","51.46","0.00","0.50","0.83","2.16","10.38","2.32","N/A","0.33","157.70","498.00","0.00","0.10","3.32","498.00","7.80","14.61","5.48","0.13","116.20","1.33","0.00","1.33","19.92","0.00","0.17","0.00","0.66","121.01","0.83","249.00"
"7c8cb0f2-fafa-4a88-9e28-7a6bd6da50ba","LBD04","2018-08-07T09:53:22.223Z","2018-08-07T09:57:22.330Z","4 min","1","Breakfast","2","Toast","WTST","Toast, white bread","Toast, white bread","NDNS","126","1","White bread/rolls","White bread/rolls","false","N/A","54.00","N/A","0.00","N/A","54.00","true","N/A","N/A","N/A","158.76","1.46","0.36","5.35","33.16","2.27","0.00","0.00","N/A","N/A","0.00","95.58","0.86","0.00","0.00","0.00","0.54","437.40","0.00","0.23","0.04","0.33","0.08","674.46","1.24","13.50","0.11","0.00","0.00","2.27","2.16","0.00","12.42","2.11","0.26","0.86","1.94","3.08","0.86","N/A","0.22","51.30","80.46","0.00","0.04","2.70","264.60","1.67","30.83","0.00","0.15","0.00","0.92","0.02","1.08","0.00","0.00","0.05","0.00","0.11","14.90","0.43","88.02"
"7c8cb0f2-fafa-4a88-9e28-7a6bd6da50ba","LBD04","2018-08-07T09:53:22.223Z","2018-08-07T09:57:22.330Z","4 min","1","Breakfast","3","associated food prompt","MARG","Buttery soft margarine / spread","Buttery soft margarine / spread","NDNS","9407","31","Dairy fat spreads includes hard marg","Dairy fat spreads includes hard marg","false","N/A","17.40","https://intake24.s3-eu-west-1.amazonaws.com/production/images/as_served/butter_spread/704.jpg","0.00","N/A","17.40","true","N/A","N/A","N/A","124.41","13.76","5.94","0.07","0.09","0.09","0.00","0.00","N/A","N/A","0.00","1.91","0.00","0.00","0.00","42.28","0.00","125.28","26.62","4.90","0.44","1.30","0.00","511.73","0.00","0.00","0.00","0.00","0.00","0.09","0.70","0.09","0.17","0.00","0.00","0.00","0.02","1.11","0.00","N/A","0.00","2.09","2.78","90.65","0.00","0.00","84.22","0.00","0.00","0.00","0.00","42.28","0.02","0.24","0.02","97.79","0.02","0.00","0.00","1.83","3.25","0.02","165.30"
